Article,Searches,Social_References
K54871,135,14
L54872,21,4
M54873,280,56
N54874,116,12
O54875,50,5
P54876,156,16
Q54877,216,22
R54878,59,6
S54879,252,76
T54880,208,62
U54881,48,5
V54882,53,16
W54883,90,18
X54884,143,29
Y54885,127,13
Z54886,51,5
A54887,52,16
B54888,59,18
C54889,264,53
D54890,130,13
E54891,44,9
F54892,258,77
G54893,260,52
H54894,270,54
I54895,257,77
J54896,211,21
K54897,256,77
L54898,73,22
M54899,84,8
N54900,171,51
O54901,48,10
P54902,285,86
Q54903,64,6
R54904,170,51
S54905,162,49
T54906,176,18
U54907,44,9
V54908,205,62
W54909,117,12
X54910,131,39
Y54911,221,44
Z54912,97,19
A54913,133,40
B54914,69,21
C54915,60,12
D54916,26,3
E54917,266,80
F54918,77,8
G54919,162,32
H54920,138,28
I54921,142,14
J54922,58,17
K54923,217,43
L54924,124,37
M54925,132,13
N54926,130,39
O54927,173,17
P54928,173,35
Q54929,56,17
R54930,276,28
S54931,162,16
T54932,53,5
U54933,182,55
V54934,211,63
W54935,255,51
X54936,283,85
Y54937,162,32
Z54938,194,58
A54939,132,13
B54940,179,18
C54941,61,18
D54942,197,39
E54943,51,5
F54944,136,27
G54945,64,19
H54946,117,35
I54947,217,65
J54948,81,8
K54949,202,61
L54950,209,21
M54951,156,16
N54952,247,74
O54953,118,35
P54954,219,22
Q54955,79,8
R54956,66,20
S54957,107,11
T54958,250,50
U54959,23,7
V54960,72,7
W54961,168,50
X54962,233,70
Y54963,96,29
Z54964,223,67
A54965,138,14
B54966,166,33
C54967,216,22
D54968,228,68
E54969,112,22
F54970,19,2
G54971,197,20
H54972,223,22
I54973,233,23
J54974,66,20
K54975,161,32
L54976,62,6
M54977,82,16
N54978,241,24
O54979,61,18
P54980,152,46
Q54981,279,28
R54982,309,31
S54983,211,63
T54984,225,23
U54985,55,11
V54986,170,34
W54987,161,32
X54988,278,56
Y54989,52,5
Z54990,132,26
A54991,161,48
B54992,28,8
C54993,164,16
D54994,217,22
E54995,104,10
F54996,288,58
G54997,125,13
H54998,84,25
I54999,85,9
J55000,244,49
K55001,190,57
L55002,152,46
M55003,171,34
N55004,23,7
O55005,190,38
P55006,321,64
Q55007,96,29
R55008,121,36
S55009,81,24
T55010,156,16
U55011,181,18
V55012,281,84
W55013,192,58
X55014,225,23
Y55015,188,38
Z55016,112,11
A55017,247,74
B55018,20,2
C55019,182,18
D55020,170,51
E55021,247,74
F55022,134,13
G55023,98,10
H55024,98,29
I55025,217,22
J55026,103,10
K55027,163,33
L55028,73,22
M55029,114,23
N55030,224,45
O55031,21,6
P55032,179,18
Q55033,166,17
R55034,208,42
S55035,19,4
T55036,243,49
U55037,195,20
V55038,109,11
W55039,81,16
X55040,152,15
Y55041,72,14
Z55042,104,10
A55043,111,11
B55044,130,26
C55045,226,23
D55046,158,16
E55047,53,5
F55048,95,29
G55049,192,19
H55050,85,9
I55051,57,17
J55052,115,35
K55053,199,60
L55054,93,19
M55055,85,9
N55056,84,8
O55057,69,21
P55058,161,32
Q55059,147,15
R55060,216,43
S55061,27,5
T55062,235,24
U55063,90,18
V55064,215,65
W55065,131,13
X55066,165,33
Y55067,227,68
Z55068,147,15
A55069,48,5
B55070,116,23
C55071,59,6
D55072,96,29
E55073,29,9
F55074,249,25
G55075,99,20
H55076,134,13
I55077,107,32
J55078,160,48
K55079,272,27
L55080,96,19
M55081,200,20
N55082,116,35
O55083,228,46
P55084,1509,302
Q55085,143,14
R55086,193,39
S55087,121,12
T55088,154,46
U55089,275,55
V55090,50,15
W55091,203,61
X55092,89,18
Y55093,199,20
Z55094,188,56
A55095,212,21
B55096,272,54
C55097,46,9
D55098,96,19
E55099,155,16
F55100,71,14
G55101,230,69
H55102,280,84
I55103,232,23
J55104,256,77
K55105,92,9
L55106,282,85
M55107,198,40
N55108,164,16
O55109,274,55
P55110,165,17
Q55111,27,8
R55112,196,39
S55113,110,11
T55114,223,22
U55115,150,30
V55116,136,27
W55117,175,35
X55118,166,50
Y55119,57,6
Z55120,197,59
A55121,78,23
B55122,25,3
C55123,44,9
D55124,21,4
E55125,50,15
F55126,165,17
G55127,115,35
H55128,79,8
I55129,96,10
J55130,60,18
K55131,231,69
L55132,78,23
M55133,194,19
N55134,312,62
O55135,83,8
P55136,149,45
Q55137,87,26
R55138,137,41
S55139,265,27
T55140,57,17
U55141,165,33
V55142,102,10
W55143,136,27
X55144,114,34
Y55145,65,7
Z55146,216,65
A55147,82,25
B55148,100,20
C55149,219,44
D55150,224,45
E55151,160,16
F55152,186,19
G55153,27,8
H55154,286,29
I55155,195,59
J55156,257,77
K55157,261,52
L55158,247,74
M55159,272,82
N55160,56,6
O55161,137,27
P55162,96,29
Q55163,85,17
R55164,223,45
S55165,215,65
T55166,113,23
U55167,136,27
V55168,114,11
W55169,273,82
X55170,214,64
Y55171,47,5
Z55172,86,26
A55173,135,41
B55174,95,19
C55175,85,9
D55176,183,18
E55177,119,12
F55178,159,32
G55179,247,74
H55180,50,15
I55181,158,32
J55182,153,46
K55183,245,25
L55184,183,18
M55185,59,18
N55186,252,50
O55187,20,6
P55188,237,71
Q55189,297,59
R55190,23,7
S55191,59,18
T55192,77,23
U55193,110,11
V55194,210,63
W55195,282,56
X55196,137,27
Y55197,291,87
Z55198,223,67
A55199,160,48
B55200,27,3
C55201,49,15
D55202,234,23
E55203,111,22
F55204,80,16
G55205,137,27
H55206,20,4
I55207,26,8
J55208,260,78
K55209,81,16
L55210,201,20
M55211,21,2
N55212,108,11
O55213,27,5
P55214,74,22
Q55215,53,5
R55216,260,78
S55217,161,48
T55218,46,9
U55219,40,12
V55220,167,33
W55221,43,4
X55222,103,10
Y55223,161,32
Z55224,88,26
A55225,78,16
B55226,44,9
C55227,164,33
D55228,145,29
E55229,78,8
F55230,115,35
G55231,187,19
H55232,21,6
I55233,318,64
J55234,230,46
K55235,26,5
L55236,305,61
M55237,231,23
N55238,221,66
O55239,124,37
P55240,27,3
Q55241,62,19
R55242,114,11
S55243,108,11
T55244,40,8
U55245,43,9
V55246,143,43
W55247,302,60
X55248,224,22
Y55249,210,63
Z55250,43,4
A55251,237,24
B55252,23,7
C55253,123,37
D55254,269,27
E55255,260,78
F55256,191,57
G55257,203,61
H55258,77,23
I55259,110,33
J55260,58,17
K55261,164,16
L55262,146,29
M55263,231,46
N55264,40,8
O55265,112,34
P55266,212,21
Q55267,20,6
R55268,150,15
S55269,275,55
T55270,202,40
U55271,194,19
V55272,301,60
W55273,79,24
X55274,229,23
Y55275,278,56
Z55276,168,50
A55277,48,10
B55278,770,154
C55279,175,18
D55280,50,15
E55281,57,6
F55282,276,28
G55283,158,16
H55284,56,11
I55285,258,52
J55286,158,47
K55287,206,41
L55288,130,39
M55289,134,13
N55290,178,18
O55291,185,19
P55292,102,31
Q55293,20,6
R55294,248,50
S55295,143,29
T55296,58,17
U55297,218,44
V55298,80,8
W55299,92,28
X55300,278,28
Y55301,260,78
Z55302,204,20
A55303,200,60
B55304,171,51
C55305,195,59
D55306,231,23
E55307,86,9
F55308,260,78
G55309,161,32
H55310,138,28
I55311,312,62
J55312,84,25
K55313,51,10
L55314,106,21
M55315,101,20
N55316,147,44
O55317,22,7
P55318,201,20
Q55319,282,85
R55320,132,26
S55321,204,61
T55322,20,6
U55323,110,11
V55324,167,50
W55325,109,22
X55326,76,15
Y55327,249,75
Z55328,169,34
A55329,20,4
B55330,22,2
C55331,182,55
D55332,56,17
E55333,148,44
F55334,98,10
G55335,154,31
H55336,269,81
I55337,88,18
J55338,248,74
K55339,269,54
L55340,46,14
M55341,153,15
N55342,289,29
O55343,168,34
P55344,28,6
Q55345,46,5
R55346,56,17
S55347,124,37
T55348,238,24
U55349,279,28
V55350,107,32
W55351,176,35
X55352,98,10
Y55353,53,11
Z55354,135,27
A55355,217,22
B55356,78,16
C55357,62,12
D55358,113,11
E55359,233,23
F55360,29,3
G55361,173,17
H55362,87,17
I55363,38,8
J55364,125,25
K55365,102,10
L55366,125,38
M55367,185,37
N55368,171,34
O55369,48,10
P55370,78,8
Q55371,84,8
R55372,113,23
S55373,65,7
T55374,156,31
U55375,313,63
V55376,195,20
W55377,103,21
X55378,171,34
Y55379,184,18
Z55380,216,22
A55381,105,21
B55382,67,7
C55383,105,21
D55384,164,33
E55385,190,38
F55386,79,16
G55387,25,3
H55388,290,29
I55389,176,53
J55390,110,33
K55391,141,14
L55392,54,5
M55393,202,40
N55394,188,19
O55395,172,34
P55396,222,22
Q55397,95,10
R55398,51,15
S55399,161,32
T55400,250,50
U55401,153,46
V55402,86,9
W55403,98,29
X55404,90,18
Y55405,131,13
Z55406,218,22
A55407,222,22
B55408,243,73
C55409,229,46
D55410,166,33
E55411,284,85
F55412,317,95
G55413,190,38
H55414,87,26
I55415,74,22
J55416,79,24
K55417,54,16
L55418,233,47
M55419,94,9
N55420,188,19
O55421,173,17
P55422,143,43
Q55423,175,18
R55424,260,26
S55425,117,35
T55426,297,89
U55427,76,15
V55428,50,5
W55429,215,65
X55430,226,45
Y55431,46,9
Z55432,74,22
A55433,163,16
B55434,71,7
C55435,171,17
D55436,180,54
E55437,76,15
F55438,183,18
G55439,275,55
H55440,180,36
I55441,273,27
J55442,115,23
K55443,244,24
L55444,252,50
M55445,58,6
N55446,27,3
O55447,190,57
P55448,209,21
Q55449,24,2
R55450,125,13
S55451,197,59
T55452,122,37
U55453,305,61
V55454,52,5
W55455,53,5
X55456,308,92
Y55457,28,6
Z55458,74,7
A55459,187,19
B55460,129,26
C55461,133,40
D55462,39,8
E55463,255,51
F55464,59,18
G55465,189,38
H55466,68,7
I55467,90,18
J55468,218,65
K55469,268,80
L55470,253,76
M55471,66,7
N55472,225,23
O55473,41,4
P55474,216,22
Q55475,192,38
R55476,230,46
S55477,129,26
T55478,47,9
U55479,134,27
V55480,78,16
W55481,184,55
X55482,59,12
Y55483,234,23
Z55484,153,15
A55485,65,20
B55486,40,8
C55487,49,5
D55488,252,50
E55489,45,9
F55490,286,86
G55491,247,74
H55492,235,71
I55493,108,22
J55494,183,18
K55495,218,22
L55496,273,27
M55497,58,12
N55498,80,8
O55499,235,71
P55500,381,76
Q55501,215,65
R55502,27,8
S55503,278,83
T55504,48,10
U55505,174,52
V55506,114,11
W55507,218,22
X55508,133,13
Y55509,171,51
Z55510,196,59
A55511,201,40
B55512,173,52
C55513,214,64
D55514,19,6
E55515,39,4
F55516,201,60
G55517,1637,491
H55518,119,24
I55519,201,40
J55520,290,29
K55521,96,29
L55522,192,38
M55523,135,27
N55524,29,3
O55525,257,51
P55526,131,13
Q55527,57,17
R55528,56,17
S55529,203,61
T55530,136,14
U55531,29,9
V55532,62,12
W55533,80,8
X55534,159,48
Y55535,119,12
Z55536,99,20
A55537,199,60
B55538,181,18
C55539,154,31
D55540,118,35
E55541,250,75
F55542,291,29
G55543,180,18
H55544,228,68
I55545,155,16
J55546,237,24
K55547,226,45
L55548,166,50
M55549,124,37
N55550,64,13
O55551,73,15
P55552,59,18
Q55553,201,20
R55554,243,24
S55555,222,22
T55556,280,56
U55557,158,32
V55558,24,7
W55559,20,2
X55560,317,63
Y55561,83,25
Z55562,300,60
A55563,191,19
B55564,132,40
C55565,115,23
D55566,283,57
E55567,108,32
F55568,60,6
G55569,182,18
H55570,199,60
I55571,49,15
J55572,164,49
K55573,22,2
L55574,155,47
M55575,203,41
N55576,44,4
O55577,248,74
P55578,218,65
Q55579,69,14
R55580,203,41
S55581,145,15
T55582,96,10
U55583,258,52
V55584,38,8
W55585,233,47
X55586,143,43
Y55587,214,21
Z55588,180,18
A55589,185,19
B55590,52,10
C55591,179,36
D55592,39,8
E55593,102,10
F55594,295,89
G55595,171,34
H55596,225,45
I55597,133,27
J55598,301,60
K55599,179,54
L55600,230,23
M55601,126,13
N55602,157,16
O55603,119,24
P55604,135,27
Q55605,258,77
R55606,154,46
S55607,155,31
T55608,29,3
U55609,229,46
V55610,67,7
W55611,173,35
X55612,85,26
Y55613,189,57
Z55614,94,28
A55615,101,30
B55616,83,8
C55617,198,59
D55618,52,16
E55619,22,7
F55620,141,42
G55621,220,22
H55622,227,68
I55623,144,14
J55624,80,8
K55625,69,21
L55626,217,65
M55627,214,64
N55628,227,23
O55629,167,33
P55630,317,95
Q55631,28,3
R55632,182,18
S55633,189,19
T55634,256,51
U55635,137,14
V55636,28,6
W55637,174,52
X55638,238,48
Y55639,41,12
Z55640,134,27
A55641,195,39
B55642,142,28
C55643,103,10
D55644,54,5
E55645,230,69
F55646,68,7
G55647,139,14
H55648,137,27
I55649,267,53
J55650,260,52
K55651,225,68
L55652,216,22
M55653,256,77
N55654,173,35
O55655,225,68
P55656,58,12
Q55657,280,56
R55658,164,33
S55659,73,22
T55660,23,2
U55661,278,56
V55662,38,11
W55663,104,10
X55664,97,19
Y55665,136,41
Z55666,170,51
A55667,224,22
B55668,136,41
C55669,259,52
D55670,183,18
E55671,153,15
F55672,121,36
G55673,230,69
H55674,247,74
I55675,44,4
J55676,24,2
K55677,77,23
L55678,80,24
M55679,113,23
N55680,168,50
O55681,256,26
P55682,19,2
Q55683,108,22
R55684,27,5
S55685,146,29
T55686,22,2
U55687,169,34
V55688,236,47
W55689,158,32
X55690,166,17
Y55691,277,28
Z55692,29,6
A55693,272,27
B55694,132,13
C55695,82,25
D55696,117,35
E55697,95,19
F55698,276,83
G55699,272,82
H55700,189,57
I55701,21,4
J55702,148,30
K55703,261,26
L55704,202,20
M55705,26,3
N55706,303,91
O55707,277,28
P55708,165,50
Q55709,59,6
R55710,182,55
S55711,304,30
T55712,344,69
U55713,107,32
V55714,120,36
W55715,77,23
X55716,288,29
Y55717,215,65
Z55718,77,23
A55719,55,11
B55720,53,5
C55721,122,37
D55722,96,29
E55723,187,56
F55724,198,40
G55725,71,7
H55726,283,57
I55727,149,30
J55728,140,42
K55729,139,42
L55730,124,37
M55731,206,62
N55732,24,5
O55733,149,45
P55734,84,25
Q55735,116,12
R55736,67,13
S55737,141,42
T55738,156,16
U55739,168,17
V55740,153,15
W55741,198,40
X55742,184,55
Y55743,291,58
Z55744,131,26
A55745,66,7
B55746,123,37
C55747,188,56
D55748,183,18
E55749,49,10
F55750,176,18
G55751,115,23
H55752,136,27
I55753,47,5
J55754,258,52
K55755,106,11
L55756,116,35
M55757,72,14
N55758,231,69
O55759,56,6
P55760,172,52
Q55761,67,20
R55762,146,44
S55763,153,15
T55764,132,40
U55765,210,63
V55766,271,54
W55767,179,54
X55768,51,15
Y55769,207,41
Z55770,137,27
A55771,392,118
B55772,282,28
C55773,172,34
D55774,171,51
E55775,170,51
F55776,329,33
G55777,238,71
H55778,111,33
I55779,187,19
J55780,27,3
K55781,85,26
L55782,70,21
M55783,105,21
N55784,161,32
O55785,221,44
P55786,141,28
Q55787,169,51
R55788,87,9
S55789,248,74
T55790,25,3
U55791,199,60
V55792,187,37
W55793,126,25
X55794,80,8
Y55795,186,37
Z55796,173,52
A55797,53,11
B55798,116,23
C55799,26,8
D55800,124,37
E55801,201,20
F55802,275,55
G55803,231,69
H55804,101,30
I55805,206,41
J55806,207,21
K55807,98,20
L55808,21,2
M55809,140,14
N55810,86,26
O55811,288,29
P55812,106,21
Q55813,97,29
R55814,159,48
S55815,49,10
T55816,202,20
U55817,22,4
V55818,20,2
W55819,107,11
X55820,207,21
Y55821,216,22
Z55822,67,20
A55823,245,74
B55824,99,10
C55825,164,16
D55826,198,59
E55827,205,62
F55828,21,4
G55829,135,27
H55830,117,12
I55831,88,18
J55832,104,21
K55833,199,20
L55834,183,55
M55835,309,31
N55836,91,18
O55837,171,34
P55838,222,22
Q55839,126,38
R55840,69,14
S55841,216,65
T55842,52,16
U55843,315,32
V55844,198,20
W55845,142,28
X55846,29,3
Y55847,241,48
Z55848,95,19
A55849,22,2
B55850,224,67
C55851,236,71
D55852,89,9
E55853,26,3
F55854,261,52
G55855,72,22
H55856,281,56
I55857,217,43
J55858,19,6
K55859,244,49
L55860,20,4
M55861,212,64
N55862,126,25
O55863,82,16
P55864,193,19
Q55865,202,61
R55866,81,24
S55867,201,20
T55868,135,27
U55869,21,6
V55870,224,67
W55871,149,30
X55872,76,23
Y55873,121,24
Z55874,180,54
A55875,133,40
B55876,180,36
C55877,128,13
D55878,180,54
E55879,187,37
F55880,54,11
G55881,152,30
H55882,129,26
I55883,944,189
J55884,197,59
K55885,201,60
L55886,221,44
M55887,200,20
N55888,193,19
O55889,169,17
P55890,201,40
Q55891,178,36
R55892,156,47
S55893,237,47
T55894,174,17
U55895,125,13
V55896,26,8
W55897,81,16
X55898,171,34
Y55899,197,59
Z55900,45,5
A55901,96,29
B55902,143,29
C55903,220,22
D55904,486,146
E55905,286,86
F55906,131,39
G55907,251,25
H55908,174,52
I55909,63,19
J55910,113,34
K55911,95,29
L55912,1908,191
M55913,167,17
N55914,266,27
O55915,244,49
P55916,165,33
Q55917,259,26
R55918,286,29
S55919,84,17
T55920,62,19
U55921,181,36
V55922,174,35
W55923,232,46
X55924,264,53
Y55925,76,8
Z55926,79,24
A55927,251,50
B55928,27,3
C55929,159,16
D55930,78,23
E55931,281,84
F55932,264,79
G55933,259,78
H55934,201,20
I55935,203,61
J55936,58,12
K55937,21,2
L55938,60,6
M55939,158,47
N55940,273,27
O55941,74,7
P55942,62,6
Q55943,143,14
R55944,129,13
S55945,134,27
T55946,81,24
U55947,260,26
V55948,195,59
W55949,173,17
X55950,225,23
Y55951,23,2
Z55952,209,42
A55953,175,35
B55954,259,26
C55955,297,30
D55956,131,13
E55957,277,55
F55958,236,71
G55959,274,55
H55960,169,17
I55961,259,26
J55962,19,6
K55963,95,19
L55964,138,41
M55965,126,25
N55966,255,51
O55967,50,5
P55968,245,25
Q55969,260,26
R55970,66,13
S55971,176,18
T55972,257,51
U55973,75,15
V55974,144,14
W55975,38,4
X55976,111,11
Y55977,286,29
Z55978,162,32
A55979,247,49
B55980,218,22
C55981,225,68
D55982,158,47
E55983,71,14
F55984,192,58
G55985,203,41
H55986,72,7
I55987,168,34
J55988,23,2
K55989,101,20
L55990,153,15
M55991,76,15
N55992,199,40
O55993,206,41
P55994,145,15
Q55995,117,12
R55996,141,42
S55997,140,42
T55998,24,7
U55999,114,34
V56000,219,44
W56001,157,47
X56002,85,9
Y56003,246,25
Z56004,261,52
A56005,113,23
B56006,27,8
C56007,138,28
D56008,106,21
E56009,89,18
F56010,178,18
G56011,56,6
H56012,259,26
I56013,183,18
J56014,113,11
K56015,77,23
L56016,137,14
M56017,212,21
N56018,225,68
O56019,197,39
P56020,253,51
Q56021,167,33
R56022,92,28
S56023,196,20
T56024,47,5
U56025,255,77
V56026,146,29
W56027,165,50
X56028,243,49
Y56029,232,46
Z56030,127,38
A56031,54,5
B56032,186,37
C56033,102,31
D56034,96,19
E56035,174,17
F56036,216,43
G56037,138,14
H56038,224,22
I56039,222,22
J56040,47,14
K56041,277,55
L56042,155,16
M56043,229,23
N56044,332,33
O56045,192,38
P56046,42,13
Q56047,163,16
R56048,41,4
S56049,86,17
T56050,46,14
U56051,296,59
V56052,84,17
W56053,251,75
X56054,79,8
Y56055,66,13
Z56056,106,32
A56057,200,20
B56058,119,36
C56059,24,7
D56060,82,8
E56061,98,29
F56062,183,18
G56063,135,14
H56064,113,11
I56065,86,17
J56066,252,50
K56067,70,7
L56068,21,2
M56069,76,8
N56070,226,45
O56071,84,25
P56072,176,53
Q56073,111,11
R56074,152,15
S56075,224,45
T56076,230,69
U56077,27,8
V56078,47,5
W56079,155,31
X56080,173,35
Y56081,282,28
Z56082,178,36
A56083,171,51
B56084,227,45
C56085,174,35
D56086,105,32
E56087,309,62
F56088,282,56
G56089,128,13
H56090,278,28
I56091,180,36
J56092,1300,260
K56093,121,24
L56094,148,30
M56095,150,30
N56096,223,22
O56097,140,14
P56098,108,32
Q56099,216,65
R56100,159,32
S56101,113,23
T56102,290,58
U56103,22,7
V56104,232,70
W56105,151,45
X56106,219,66
Y56107,185,37
Z56108,105,11
A56109,40,8
B56110,40,4
C56111,41,4
D56112,260,26
E56113,160,16
F56114,161,48
G56115,168,50
H56116,264,26
I56117,87,17
J56118,204,41
K56119,19,6
L56120,88,26
M56121,187,56
N56122,133,27
O56123,154,31
P56124,24,5
Q56125,253,25
R56126,101,30
S56127,75,23
T56128,282,56
U56129,112,11
V56130,61,6
W56131,259,52
X56132,231,23
Y56133,24,2
Z56134,19,4
A56135,69,14
B56136,225,68
C56137,184,55
D56138,78,16
E56139,284,57
F56140,48,14
G56141,79,24
H56142,292,88
I56143,275,28
J56144,162,32
K56145,280,28
L56146,67,20
M56147,85,26
N56148,242,48
O56149,108,22
P56150,40,8
Q56151,191,57
R56152,121,24
S56153,38,11
T56154,119,36
U56155,185,19
V56156,211,21
W56157,174,52
X56158,163,33
Y56159,134,27
Z56160,47,5
A56161,207,62
B56162,73,7
C56163,92,18
D56164,136,41
E56165,130,26
F56166,44,9
G56167,21,2
H56168,29,9
I56169,24,2
J56170,225,45
K56171,216,22
L56172,198,20
M56173,77,8
N56174,190,19
O56175,226,23
P56176,225,23
Q56177,222,44
R56178,209,42
S56179,219,66
T56180,22,7
U56181,98,10
V56182,23,2
W56183,104,31
X56184,165,17
Y56185,138,28
Z56186,234,70
A56187,84,17
B56188,237,24
C56189,311,31
D56190,71,21
E56191,28,8
F56192,200,40
G56193,55,11
H56194,256,77
I56195,155,47
J56196,217,65
K56197,240,24
L56198,79,16
M56199,195,20
N56200,228,23
O56201,237,24
P56202,21,2
Q56203,119,24
R56204,134,27
S56205,57,17
T56206,75,23
U56207,155,31
V56208,78,23
W56209,57,6
X56210,136,27
Y56211,112,34
Z56212,259,78
A56213,184,18
B56214,55,6
C56215,58,17
D56216,280,28
E56217,228,23
F56218,318,32
G56219,85,9
H56220,171,17
I56221,197,39
J56222,60,18
K56223,158,16
L56224,58,6
M56225,21,4
N56226,188,19
O56227,21,2
P56228,130,39
Q56229,257,51
R56230,220,66
S56231,177,18
T56232,97,29
U56233,171,34
V56234,221,44
W56235,102,10
X56236,201,40
Y56237,23,2
Z56238,81,16
A56239,143,43
B56240,836,251
C56241,103,31
D56242,62,12
E56243,57,6
F56244,216,43
G56245,147,29
H56246,99,30
I56247,250,50
J56248,124,12
K56249,142,43
L56250,106,32
M56251,89,18
N56252,341,102
O56253,201,60
P56254,73,22
Q56255,113,34
R56256,143,43
S56257,66,13
T56258,286,29
U56259,62,12
V56260,115,12
W56261,107,32
X56262,255,26
Y56263,96,19
Z56264,159,16
A56265,307,92
B56266,285,57
C56267,128,26
D56268,29,3
E56269,253,51
F56270,41,4
G56271,197,59
H56272,200,60
I56273,174,17
J56274,64,13
K56275,158,16
L56276,167,33
M56277,216,65
N56278,118,35
O56279,141,28
P56280,22,7
Q56281,272,82
R56282,250,75
S56283,154,31
T56284,122,37
U56285,68,7
V56286,171,34
W56287,183,37
X56288,211,21
Y56289,318,32
Z56290,134,13
A56291,181,36
B56292,229,46
C56293,115,12
D56294,295,30
E56295,150,45
F56296,211,42
G56297,73,15
H56298,194,58
I56299,108,32
J56300,114,23
K56301,29,3
L56302,62,6
M56303,27,8
N56304,116,23
O56305,170,51
P56306,42,13
Q56307,64,13
R56308,116,35
S56309,20,2
T56310,144,14
U56311,78,8
V56312,40,8
W56313,161,16
X56314,180,36
Y56315,45,5
Z56316,114,23
A56317,116,12
B56318,29,6
C56319,254,25
D56320,140,42
E56321,191,19
F56322,157,16
G56323,62,19
H56324,165,17
I56325,80,24
J56326,258,52
K56327,113,23
L56328,156,31
M56329,245,25
N56330,105,32
O56331,263,79
P56332,238,24
Q56333,62,6
R56334,174,17
S56335,106,11
T56336,141,42
U56337,87,17
V56338,276,55
W56339,196,39
X56340,74,7
Y56341,83,17
Z56342,42,4
A56343,109,33
B56344,74,15
C56345,201,40
D56346,44,13
E56347,43,9
F56348,186,37
G56349,203,41
H56350,19,4
I56351,76,15
J56352,98,20
K56353,207,41
L56354,225,68
M56355,109,22
N56356,140,28
O56357,102,10
P56358,85,17
Q56359,42,4
R56360,47,14
S56361,108,11
T56362,137,14
U56363,21,4
V56364,219,44
W56365,98,10
X56366,221,44
Y56367,131,39
Z56368,209,63
A56369,202,61
B56370,74,22
C56371,116,12
D56372,156,47
E56373,311,93
F56374,42,4
G56375,29,3
H56376,79,8
I56377,170,17
J56378,80,24
K56379,25,5
L56380,222,67
M56381,250,25
N56382,38,8
O56383,217,65
P56384,83,25
Q56385,218,65
R56386,53,5
S56387,225,45
T56388,248,74
U56389,38,4
V56390,224,45
W56391,190,57
X56392,210,63
Y56393,66,7
Z56394,173,35
A56395,45,9
B56396,132,40
C56397,121,36
D56398,165,17
E56399,58,17
F56400,195,39
G56401,190,57
H56402,58,17
I56403,85,9
J56404,29,3
K56405,137,14
L56406,229,23
M56407,56,6
N56408,99,20
O56409,79,24
P56410,23,7
Q56411,21,2
R56412,167,50
S56413,127,13
T56414,149,45
U56415,170,34
V56416,49,5
W56417,76,8
X56418,19,4
Y56419,38,8
Z56420,52,16
A56421,288,29
B56422,50,15
C56423,168,34
D56424,51,15
E56425,309,62
F56426,261,52
G56427,117,23
H56428,249,50
I56429,26,5
J56430,150,45
K56431,181,36
L56432,124,12
M56433,258,52
N56434,168,50
O56435,85,17
P56436,200,40
Q56437,152,15
R56438,103,10
S56439,140,42
T56440,92,18
U56441,60,18
V56442,114,23
W56443,84,25
X56444,198,59
Y56445,240,48
Z56446,102,20
A56447,254,25
B56448,65,13
C56449,179,54
D56450,82,16
E56451,19,6
F56452,187,56
G56453,193,58
H56454,118,35
I56455,259,78
J56456,98,10
K56457,23,5
L56458,109,22
M56459,248,74
N56460,300,60
O56461,86,26
P56462,53,16
Q56463,95,19
R56464,28,3
S56465,20,4
T56466,136,41
U56467,222,22
V56468,215,65
W56469,201,60
X56470,86,17
Y56471,193,39
Z56472,116,12
