Article,MATERIAL_CONTENT_CODE,PRODUCT_TYPES,BUSINESS_SEGMENTS,NRF_COLOR_CODE,MODEL,Sustainablity,MARKETING_CATEGORY
P56254,M3X,91,30307,680,GVT06,Recycled plastic,GV1
Q56255,M3X,98,89752,997,DUZ31,Recycleable,DU0
R56256,M3X,39,9758975,21,25697,Reegrow,2518
S56257,AT3S,1,3030975,100,IZG16,Recycled plastic,IZ4
T56258,AT3U,1,3030975,33,DVE58,Not Applicable,DV20
U56259,DO07,206,8342,400,GZV79,Primeblue nylon,GZ14
V56260,TRK4,13,975534,1,EAW73,Reegrow,EA13
W56261,AT2X,1,30302,423,IXL92,Low carbon footprint,IX20
X56262,AT2E,1,3095,31,GHO63,Reegrow,GH11
Y56263,M3X,16,9758975,100,IXX20,Low carbon footprint,IX8
Z56264,M3X,37,975348,1,DBB20,PFC free,DB21
A56265,AT59,1,3030975,360,FBE27,Low carbon footprint,FB16
B56266,AT2R,1,885,1,AQQ40,Recycled plastic,AQ8
C56267,AT2E,161,3030975,400,HJ882,Organic materials,HJ15
D56268,TRK7,55,975348,625,LRN31,Not Applicable,LR11
E56269,AT40,1,30302,100,23976,Recycleable,232
F56270,PRKX,216,303034,621,HIU36,Low carbon footprint,HI0
G56271,AT2X,1,309975,1,IG149,Recycled plastic,IG24
H56272,M3X,39,9759758,1,HHL57,PFC free,HH24
I56273,AT2E,202,97534975,1,FRX86,Recycleable,FR20
J56274,AT2E,1,9752975,610,16738,Not Applicable,1614
K56275,AT3I,1,3092,99,GLK29,Not Applicable,GL12
L56276,DO05,37,3078,1,LQB20,Reegrow,LQ2
M56277,DO0S,216,8342,468,GKZ74,Low carbon footprint,GK10
N56278,TRK4,14,3097,408,KZH69,Primeblue nylon,KZ18
O56279,TRK7,39,303034,1,FSK49,PFC free,FS11
P56280,AT2E,1,3092,100,GIE81,Recycleable,GI8
Q56281,AT6W,161,3030975,100,HJ876,Vegan,HJ2
R56282,AT2E,1,30934,1,EPD53,Primeblue nylon,EP1
S56283,AT2E,1,3092,100,LGF01,Not Applicable,LG11
T56284,AT3N,202,30308,1,23780,Recycleable,237
U56285,AT2E,1,975306,443,FTM72,Organic materials,FT9
V56286,TRK4,14,97528,1,EFN88,Recycled plastic,EF17
W56287,AT28,161,30342,100,EBR66,Organic materials,EB22
X56288,ATAC,1,3030975,100,GVJ29,Vegan,GV3
Y56289,TRKF,267,3099,1,DBH80,Reegrow,DB22
Z56290,M3X,39,9759758,415,GLD69,Not Applicable,GL21
A56291,AT2O,1,3095,100,FKA11,Vegan,FK6
B56292,TRK4,216,83430,1,KYY38,Low carbon footprint,KY14
C56293,M3X,267,975348,1,IXZ58,Recycled plastic,IX22
D56294,AT2R,1,8830,1,IB799,Reegrow,IB21
E56295,DO01,216,303030,632,DUY69,Not Applicable,DU10
F56296,TRK4,252,303030,714,GZP50,Primeblue nylon,GZ12
G56297,AT2G,1,30934,423,FRX90,Reegrow,FR23
H56298,AT28,161,30342,36,ZD982,Recycled plastic,ZD23
I56299,AT28,1,3030975,100,FBR06,Recycleable,FB16
J56300,AT2E,1,3030975,435,21625,Not Applicable,219
K56301,TRFP,19,342975,1,HKP90,Recycled plastic,HK5
L56302,AT2E,1,975306,1,AT206,Organic materials,AT17
M56303,TRK4,212,34230,400,EPF00,Reegrow,EP17
N56304,AT2Q,3,3096,1,IYN15,Not Applicable,IY9
O56305,AT2R,1,87975,741,FWJ06,Vegan,FW21
P56306,TRK7,267,30305,35,LAF96,Recycled plastic,LA10
Q56307,ATH2,161,30308,100,IXW39,Low carbon footprint,IX4
R56308,AT2E,1,309975,1,BSZ27,Low carbon footprint,BS13
S56309,PRDY,267,303034,680,LSZ23,Low carbon footprint,LS25
T56310,TRK4,13,97528,1,KZM96,Recycled plastic,KZ16
U56311,DO2Z,39,83430,400,IPF44,Not Applicable,IP2
V56312,AT2E,1,3030975,1,BSW15,Reegrow,BS23
W56313,M3X,24,975348,400,HJ131,Not Applicable,HJ15
X56314,TRK4,19,886,471,DBI50,Reegrow,DB8
Y56315,AT2E,1,30934,674,AJ984,Organic materials,AJ10
Z56316,DO07,205,30345,1,KYV43,PFC free,KY12
A56317,AT2E,1,9752975,26,EOT69,Vegan,EO5
B56318,AT54,1,3085,609,KXJ47,Vegan,KX20
C56319,AT2E,1,3030975,435,28499,Primeblue nylon,2819
D56320,AT2F,1,30308,100,KYB83,Recycled,KY22
E56321,TRK4,51,30305,1,FBA59,Recycled,FB18
F56322,M3X,21,303030,1,FWB28,Recycleable,FW5
G56323,AT2E,1,3030975,99,GLM83,Recycled plastic,GL0
H56324,AT3N,1,30308,100,DRA58,Recycled,DR16
I56325,M3X,24,975348,400,JAE59,PFC free,JA8
J56326,TRSV,34,822,100,GLC00,Recycled plastic,GL0
K56327,AT2G,202,3030975,271,FBA47,Low carbon footprint,FB0
L56328,AT4N,104,9759758,1,IB872,Not Applicable,IB20
M56329,DO07,205,83430,662,GTD21,Organic materials,GT18
N56330,M3X,178,975348,1,LSN17,Recycled,LS8
O56331,AT2E,1,9752975,100,CEB64,PFC free,CE0
P56332,AT2J,1,3085,1,GSZ81,Vegan,GS18
Q56333,DO07,13,303030,400,22025,Recycleable,223
R56334,AT2E,1,97522,1,IKT13,PFC free,IK22
S56335,AT2E,1,30302,435,88789,Not Applicable,8822
T56336,TRSV,253,975530,100,EPF23,Primeblue nylon,EP17
U56337,AT3U,1,3030975,650,KXU81,Primeblue nylon,KX25
V56338,AT2G,1,3088,274,JAG94,Primeblue nylon,JA4
W56339,AT2X,1,3092,540,LLB19,Low carbon footprint,LL18
X56340,AT2O,1,30308,530,KYY48,Primeblue nylon,KY5
Y56341,AT2E,1,3095,400,EMX26,Not Applicable,EM5
Z56342,PRJN,44,975534,1,FRU57,Reegrow,FR1
A56343,AT2O,1,9752975,1,ISF12,Primeblue nylon,IS9
B56344,TRFU,251,975534,100,FRU79,Low carbon footprint,FR3
C56345,TRK4,16,9758975,401,IWX59,Low carbon footprint,IW22
D56346,AT2E,1,97522,100,GKQ90,Vegan,GK12
E56347,TRK7,51,30305,1,KXY22,Low carbon footprint,KX19
F56348,M3X,39,9758975,600,EBG73,Primeblue nylon,EB0
G56349,DO07,14,303034,997,IXZ60,Not Applicable,IX1
H56350,AT2Q,3,3096,1,EPI72,Vegan,EP7
I56351,PR8A,252,303030,610,KZI38,PFC free,KZ9
J56352,TRK7,51,30305,652,KYM98,Not Applicable,KY21
K56353,DO1T,14,3097,1,KYU21,Vegan,KY7
L56354,M3X,191,9759756,672,IB823,PFC free,IB17
M56355,M3X,267,975348,351,BAZ41,Recycled,BA19
N56356,AT2E,1,30302,1,HHM32,Low carbon footprint,HH1
O56357,AT2E,1,3030975,20,GKD11,Low carbon footprint,GK2
P56358,PR47,39,975534,1,ITZ20,Low carbon footprint,IT25
Q56359,AT2E,1,3098,1,KYV82,Not Applicable,KY12
R56360,AT2E,1,97522,51,EFL81,Recycleable,EF22
S56361,M3X,44,975348,824,23772,Recycled plastic,2323
T56362,DO5W,44,3079,690,22183,Primeblue nylon,226
U56363,M3X,61,30307,100,IXR20,PFC free,IX15
V56364,AT4Y,1,30308,101,LGJ93,Reegrow,LG3
W56365,AT2E,1,3030975,305,EOT81,Not Applicable,EO17
X56366,AT2E,1,30934,1,GKF25,Primeblue nylon,GK12
Y56367,AT2E,1,3092,330,EPI47,PFC free,EP4
Z56368,AT2E,1,309975,400,DBE67,Primeblue nylon,DB17
A56369,M3X,24,975348,626,22992,Reegrow,225
B56370,TRK4,37,3097,36,EBH91,Not Applicable,EB24
C56371,AT2E,1,309975,400,FLK56,Recycleable,FL2
D56372,AT2E,1,30934,100,LDR09,Recycled,LD18
E56373,TRK4,30,897534,1,GUN01,Primeblue nylon,GU2
F56374,PR0J,24,97526,1,GLB21,Recycled plastic,GL22
G56375,TRK7,39,303034,304,EPI42,Recycled plastic,EP24
H56376,AT2F,1,30308,56,FBA58,Primeblue nylon,FB22
I56377,DO07,205,83430,998,972,Reegrow,971
J56378,AT2E,1,9752975,100,CEK29,Organic materials,CE14
K56379,AT39,104,89757,440,LEW79,Recycled,LE3
L56380,AT2E,1,3030975,100,EPD74,Recycleable,EP10
M56381,AP51,110,30302,100,GLH17,Primeblue nylon,GL15
N56382,TRK4,237,975349,1,DVI13,Not Applicable,DV14
O56383,AT8K,1,30308,408,24346,Primeblue nylon,2414
P56384,DO07,267,303034,360,GUW61,Primeblue nylon,GU11
Q56385,M3X,14,975348,1,FBC47,Reegrow,FB15
R56386,AP18,45,975534,670,HJ168,Recycled,HJ18
S56387,TRKY,287,975534,1,DVF21,Vegan,DV9
T56388,M3X,36,9758975,600,RH141,Not Applicable,RH16
U56389,TRK4,16,9758975,1,KYJ73,Recycled plastic,KY10
V56390,AT2X,1,3095,1,DWN35,Not Applicable,DW2
W56391,AT2X,1,3098,1,DBD00,Organic materials,DB12
X56392,AT2E,1,975234,20,IPA36,Not Applicable,IP17
Y56393,AT2E,202,97534975,610,FTF12,Not Applicable,FT20
Z56394,AT2E,1,309975,31,KCM85,Primeblue nylon,KC7
A56395,TRK4,14,97526,1,25205,PFC free,2516
B56396,AT2X,1,30302,100,EFF53,Low carbon footprint,EF17
C56397,AT2E,1,97534975,662,FBH70,Vegan,FB12
D56398,TRML,39,83430,1,FCD75,Reegrow,FC9
E56399,AT2X,1,3095,1,IZU19,Recycled,IZ11
F56400,DO07,39,8342,35,CEC79,Reegrow,CE23
G56401,TRZR,216,303034,650,IXZ77,Primeblue nylon,IX18
H56402,AT2E,1,9752975,1,HJ869,Reegrow,HJ16
I56403,TRMB,16,9758975,100,FRU72,Reegrow,FR8
J56404,AT2W,1,30308,652,IKJ25,Recycled plastic,IK20
K56405,AT2G,1,30302,33,LAG63,Low carbon footprint,LA17
L56406,AT2X,1,30930,1,IHY38,Low carbon footprint,IH5
M56407,TRK4,16,89755,450,A9723,Recycled,A91
N56408,TRZR,252,303034,1,22992,Primeblue nylon,2216
O56409,M3X,24,975348,35,BSW15,Not Applicable,BS4
P56410,PR7Y,212,34230,841,FTH91,Low carbon footprint,FT21
Q56411,AT2E,1,97522,741,EPF87,Reegrow,EP10
R56412,TRK7,267,3079,1,IWV33,PFC free,IW11
S56413,TRK4,212,34230,400,DQY20,Low carbon footprint,DQ23
T56414,DO07,205,3099,454,LEB86,Organic materials,LE8
U56415,TRK4,19,342975,415,EPI70,Organic materials,EP0
V56416,DO01,252,303030,305,DVF21,Recycled plastic,DV7
W56417,AT4N,104,9759758,1,BER58,Not Applicable,BE3
X56418,DO01,216,9759758,1,JQ788,Recycleable,JQ25
Y56419,AT2E,1,9752975,20,DUO34,Low carbon footprint,DU20
Z56420,PRJP,21,8342,1,23875,Vegan,2325
A56421,AT61,104,9759758,1,14105,Low carbon footprint,140
B56422,DO07,205,83430,998,JIW74,Organic materials,JI25
C56423,AT2X,1,30934,1,KXL95,Vegan,KX11
D56424,AT4Y,1,3030975,100,GUS65,Vegan,GU18
E56425,AT2R,1,87975,445,GVP12,Low carbon footprint,GV14
F56426,TRK4,19,342975,400,A6794,Vegan,A622
G56427,TRG2,16,9758975,51,BBJ13,Low carbon footprint,BB17
H56428,DO07,205,3099,342,EFK13,PFC free,EF21
I56429,TRK7,267,3097,100,INU10,PFC free,IN11
J56430,DO07,14,303030,1,KYK45,Organic materials,KY25
K56431,AT2V,1,30308,530,25268,Recycled plastic,2520
L56432,AT2E,1,885,33,IDE47,Low carbon footprint,ID21
M56433,AT2Y,1,3098,408,LTM85,Not Applicable,LT7
N56434,TRK4,14,97528,610,JLE42,Low carbon footprint,JL18
O56435,TRK7,267,30305,337,DTE40,PFC free,DT17
P56436,AT2E,1,3030975,1,LTM08,Reegrow,LT7
Q56437,DO0N,216,303030,40,JII51,Recycled,JI22
R56438,TRHA,267,83430,689,LUT60,Recycled,LU22
S56439,TRK4,37,975342,36,LEP25,Low carbon footprint,LE19
T56440,AT2J,1,3030975,422,LGC82,Recycleable,LG16
U56441,AT26,1,3030975,1,KXY18,Low carbon footprint,KX4
V56442,DO05,44,3078,1,IYT76,PFC free,IY16
W56443,PR8A,216,303030,610,DVC40,Recycleable,DV14
X56444,AT2E,1,3030975,1,GVS47,Vegan,GV3
Y56445,AT2E,1,9752975,1,DBG76,Vegan,DB24
Z56446,TRK4,30,897534,442,EBE72,Primeblue nylon,EB21
A56447,AT2E,1,3092,100,HKM16,Reegrow,HK11
B56448,M3X,66,975349,302,IRJ81,PFC free,IR20
C56449,TRSO,39,3079,616,EBH78,Primeblue nylon,EB1
D56450,TRG2,16,9758975,610,HIT80,Recycled plastic,HI22
E56451,TRK4,37,975342,100,GVU40,Organic materials,GV3
F56452,DO01,24,8342,1,LDS70,Primeblue nylon,LD13
G56453,AT2X,1,30302,100,LDF85,PFC free,LD13
H56454,TRSV,15,975530,1,HKP88,Low carbon footprint,HK7
I56455,TRK4,19,342975,415,BTO67,Organic materials,BT20
J56456,AT27,1,3098,100,KZE21,Reegrow,KZ11
K56457,AT2X,1,309975,1,KYW35,Recycled,KY12
L56458,AT2E,1,97534975,1,LEZ15,Vegan,LE4
M56459,AT2X,1,30302,610,KZL90,Reegrow,KZ4
N56460,TRK7,205,8342,100,LEU36,Not Applicable,LE3
O56461,AT2X,1,30930,1,IYP32,Organic materials,IY7
P56462,M3X,44,975348,1,IHY20,Reegrow,IH21
Q56463,M3X,114,975349,1,IYF69,Primeblue nylon,IY2
R56464,AT2O,1,97534975,1,DBJ13,Organic materials,DB3
S56465,TRK4,21,9758975,689,GKD08,Recycled,GK17
T56466,AT2O,1,3095,100,IPA13,Recycleable,IP20
U56467,TRFU,37,97528,1,IB381,Recycled,IB2
V56468,AT2B,106,89757,1,1275,Not Applicable,1218
W56469,TRFT,36,97528,486,IUC32,Organic materials,IU23
X56470,AT2E,1,30934,430,25546,Recycled,2513
Y56471,DO5W,44,3079,1,LED44,Vegan,LE2
Z56472,TRK7,267,8342,435,KYZ89,Not Applicable,KY0
A56473,AT2G,1,30308,1,DBC49,Recycled,DB17
B56474,TRKR,217,3079,1,LDG15,Recycleable,LD21
C56475,M3X,61,975349,1,FBA40,Recycled plastic,FB25
D56476,AT2E,1,3095,1,FZG37,Recycleable,FZ2
E56477,AT2E,1,9752975,36,EPD53,Recycled plastic,EP1
F56478,DO10,66,30307,1,EPC21,Recycled plastic,EP14
G56479,DO75,39,3079,400,FYU39,Recycled,FY6
H56480,TRKX,287,975534,400,EPD81,Recycleable,EP8
I56481,M3X,79,975349,100,FCA19,Recycleable,FC4
J56482,M3X,455,30307,1,FSG48,Vegan,FS4
K56483,AT2I,1,30302,1,FYS86,Recycled,FY17
L56484,AT2E,1,8230,824,DBI06,Reegrow,DB21
M56485,DO07,206,30345,261,LRY36,Primeblue nylon,LR4
N56486,AT2E,1,30934,56,EBD44,Low carbon footprint,EB14
O56487,TRK4,19,34230,680,LEH29,PFC free,LE18
P56488,DOB5,157,9759756,415,DVH43,Low carbon footprint,DV11
Q56489,DO07,209,3099,1,LGG08,Organic materials,LG18
R56490,AT2F,161,3030975,1,IYK48,Not Applicable,IY6
S56491,AT2E,1,30308,450,FCH04,PFC free,FC0
T56492,DO01,79,30307,997,GKZ75,Recycled plastic,GK16
U56493,TRML,267,8342,1,DBG95,Recycled,DB4
V56494,AT2E,1,30302,1,JQ480,Primeblue nylon,JQ18
W56495,AT2E,1,9752975,824,GLB34,Recycled plastic,GL2
X56496,DO07,14,303034,724,KZA35,Recycleable,KZ17
Y56497,TRK4,39,3099,1,DVC43,Not Applicable,DV21
Z56498,AT2I,1,30302,1,GUO73,Recycled plastic,GU4
A56499,AT4N,104,89757,730,FBB06,Low carbon footprint,FB0
B56500,TRFU,288,975534,1,FCA42,Recycled,FC22
C56501,AT4T,104,9759758,100,IPA99,Not Applicable,IP18
D56502,AT2O,1,975306,100,JKH39,Organic materials,JK5
E56503,AT2Q,3,3096,600,KZA43,Primeblue nylon,KZ14
F56504,AT2V,1,30308,100,GED77,Organic materials,GE13
G56505,DO6W,36,83430,997,FUH61,Low carbon footprint,FU17
H56506,AT2E,1,97534975,682,EPD82,Low carbon footprint,EP0
I56507,PRDY,39,303034,250,IAZ12,Organic materials,IA20
J56508,AT2E,1,97522,100,GNH73,Vegan,GN4
K56509,PRR2,21,3099,1,IYN44,Organic materials,IY13
L56510,DO75,44,303034,997,HJ041,Reegrow,HJ17
M56511,TRK4,267,975342,343,FTN03,Primeblue nylon,FT18
N56512,DO0S,39,8342,1,DRB25,Recycled plastic,DR25
O56513,AT2G,202,30342,20,HJ872,Not Applicable,HJ4
P56514,TRKI,216,83430,250,CEZ35,Recycleable,CE14
Q56515,AT2E,1,97522,100,IPD46,Recycled plastic,IP13
R56516,DOLU,215,8730,650,EPC15,Organic materials,EP20
S56517,AT2E,1,30308,1,GLD82,Reegrow,GL8
T56518,M3X,79,30307,1,GLU67,Vegan,GL8
U56519,PRR2,39,3079,400,KZL63,Not Applicable,KZ16
V56520,TRK7,39,30305,35,EPE18,Recycled,EP16
W56521,AT2E,1,9752975,300,EFI46,Recycled plastic,EF24
X56522,TRK4,37,3097,1,JQ432,Not Applicable,JQ4
Y56523,TRK4,16,9758975,100,47950,PFC free,4713
Z56524,PRJN,45,975534,997,FCD91,Recycleable,FC22
A56525,AT2E,1,975306,1,HAD73,Not Applicable,HA18
B56526,TRK4,24,342975,1,JAE59,Primeblue nylon,JA20
C56527,AT2E,1,3098,408,KYV20,Recycled plastic,KY22
D56528,AT2E,1,3092,421,EFL58,Vegan,EF15
E56529,TRK4,37,975342,100,IXX19,Primeblue nylon,IX1
F56530,AT2E,1,30302,200,DBB06,Primeblue nylon,DB24
G56531,AT2E,1,9752975,1,KXQ21,Primeblue nylon,KX12
H56532,AT2E,1,3030975,36,GDB48,Primeblue nylon,GD8
I56533,AT2X,1,30934,670,GVT90,Not Applicable,GV5
J56534,TRK4,24,975346,1,HKT48,Low carbon footprint,HK7
K56535,AT2X,1,3098,1,JKA19,Recycled plastic,JK14
L56536,M3X,24,975348,1,EBG02,Not Applicable,EB6
M56537,DO1C,205,8342,998,JKI48,Recycled,JK5
N56538,TRFP,251,975534,20,A9726,Recycled,A914
O56539,AT2F,1,9752975,1,ILC88,Low carbon footprint,IL19
P56540,DO0S,24,303030,1,KEH65,Primeblue nylon,KE25
Q56541,DO75,44,303034,650,DBF02,Not Applicable,DB16
R56542,AT2E,1,97522,650,GVU16,Low carbon footprint,GV9
S56543,TRK4,177,303030,51,KYM98,Recycled plastic,KY11
T56544,TRK4,66,9759756,100,KYL28,Not Applicable,KY16
U56545,DO07,267,30834,671,AC035,PFC free,AC2
V56546,DO01,37,303034,1,DQU61,Organic materials,DQ17
W56547,AT2V,1,3030975,607,GOD94,Recycleable,GO21
X56548,AT2E,1,30934,1,JLE78,Organic materials,JL1
Y56549,M3X,267,975348,400,GHM57,Reegrow,GH15
Z56550,AT2E,1,9752975,36,24799,Not Applicable,2410
A56551,M3X,37,975348,734,FRX82,Recycled plastic,FR22
B56552,AT27,1,30930,100,IHL53,PFC free,IH25
C56553,PRML,154,975349,100,FVU29,Not Applicable,FV8
D56554,TRKX,251,975534,650,GSV68,Recycled plastic,GS0
E56555,AT2F,1,3030975,270,FBA47,Reegrow,FB7
F56556,TRFT,36,97528,415,FRO66,PFC free,FR18
G56557,TRK4,24,97526,1,GUN10,Recycled plastic,GU3
H56558,AT2M,1,97522,1,JQ859,Low carbon footprint,JQ7
I56559,TRVF,39,8342,35,IYB55,PFC free,IY11
J56560,AT2B,202,30308,100,JQ784,Recycled plastic,JQ9
K56561,M3X,14,9758975,302,LQB90,Not Applicable,LQ4
L56562,AT26,201,3030975,56,GVD04,Recycled plastic,GV5
M56563,AT2E,1,30302,610,IHL93,Reegrow,IH14
N56564,PRUX,44,97528,400,GVQ60,Recycleable,GV19
O56565,TRKY,287,975534,1,FYM84,Recycled plastic,FY14
P56566,AT2E,1,9752975,1,FUH74,Organic materials,FU6
Q56567,TRFZ,37,975342,20,HJ074,Organic materials,HJ16
R56568,TRK4,216,303030,415,FWZ71,Not Applicable,FW1
S56569,AT54,1,3085,302,IB117,Recycleable,IB11
T56570,AT5E,108,9759758,40,FBB12,Recycled plastic,FB3
U56571,AT2E,1,3030975,150,ZD980,Recycled,ZD9
V56572,TRK4,14,886,100,EBE77,Reegrow,EB21
W56573,PRR2,39,3079,400,GVS08,Reegrow,GV20
X56574,M3X,15,975348,1,IZD58,Vegan,IZ7
Y56575,TRK7,51,30305,35,HAJ15,PFC free,HA21
Z56576,AT2E,1,3098,100,IPB00,Not Applicable,IP1
A56577,DO01,39,342975,33,IWP68,Primeblue nylon,IW8
B56578,AT2E,1,30302,1,FRQ20,Recycleable,FR9
C56579,TRK4,14,97528,100,KYG37,Low carbon footprint,KY22
D56580,TRSV,44,975348,400,EPE82,Reegrow,EP16
E56581,AT2E,1,309975,400,BTC68,Recycleable,BT4
F56582,AT2Q,104,89757,1,IXL67,Vegan,IX20
G56583,DO01,220,878,1,IZT90,PFC free,IZ20
H56584,AT2E,1,9752975,415,EOU86,Low carbon footprint,EO24
I56585,AT2X,1,3095,1,LGN37,Organic materials,LG9
J56586,AT27,1,3030975,100,BTC16,Organic materials,BT3
K56587,M3X,39,897534,1,KXP69,Recycleable,KX5
L56588,AT26,1,3030975,37,KYQ94,Recycled,KY13
M56589,DO07,274,30834,219,FXA49,Vegan,FX24
N56590,TRK4,24,97528,100,HIM09,Reegrow,HI8
O56591,TRK4,13,822,400,ELW26,Vegan,EL8
P56592,AT2E,1,30308,100,GVI70,Vegan,GV18
Q56593,AT2E,1,9752975,1,DQU25,Recycled,DQ24
R56594,AT2E,1,30302,34,31842,Recycled plastic,3111
S56595,AT2E,1,3030975,610,LDH20,Recycled,LD2
T56596,TRK4,216,30305,51,13652,PFC free,131
U56597,DO0S,252,303034,360,DBB22,Low carbon footprint,DB0
V56598,M3X,37,975348,1,FWQ42,Low carbon footprint,FW22
W56599,AT2X,1,3095,99,IXB14,Not Applicable,IX12
X56600,DO07,205,8342,408,GHO80,Recycled plastic,GH19
Y56601,TRK4,14,97526,842,FTR07,Recycled,FT5
Z56602,AT2G,1,30934,423,DRA67,Reegrow,DR15
A56603,AT2O,1,30302,681,HJ085,Low carbon footprint,HJ11
B56604,AT2E,1,3030975,23,GSZ45,Recycled,GS7
C56605,AT2G,314,3088,219,IXX34,Reegrow,IX19
D56606,AT3N,1,30308,100,EMZ79,Reegrow,EM16
E56607,TRMB,16,9758975,1,KYB67,Organic materials,KY2
F56608,AT2X,1,30302,100,LDD53,Recycled,LD1
G56609,TRVF,217,8342,20,BE722,Low carbon footprint,BE6
H56610,AT2E,1,3030975,100,EOT11,Recycled,EO3
I56611,AT29,163,30308,100,DQX42,PFC free,DQ7
J56612,AT2E,1,975345,100,HJ234,Recycled,HJ2
K56613,AT2E,1,30934,1,KZN49,Not Applicable,KZ25
L56614,AT2E,1,30302,1,INU90,Primeblue nylon,IN15
M56615,AT5E,108,9759758,517,FJU10,Recycleable,FJ17
N56616,DO3G,15,975534,1,GVC66,Vegan,GV19
O56617,M3X,39,9759758,1,EPF14,Primeblue nylon,EP11
P56618,TRK4,24,9758975,300,GUA47,Reegrow,GU22
Q56619,AT39,104,9759758,1,GFC15,Reegrow,GF4
R56620,M3X,37,975348,1,KZD02,Not Applicable,KZ10
S56621,M3X,4,9759756,1,DVC41,Primeblue nylon,DV6
T56622,DO1A,269,303034,1,GTE84,Primeblue nylon,GT0
U56623,TRK4,252,30305,51,LAK70,Recycled,LA24
V56624,DO5W,44,975348,400,EPJ19,Primeblue nylon,EP22
W56625,AT2E,1,9752975,1,GTE84,Reegrow,GT12
X56626,TRK7,267,30305,621,JLV89,Primeblue nylon,JL23
Y56627,AP2A,156,30307,100,FCE86,Low carbon footprint,FC5
Z56628,AT2X,1,30930,52,JEQ23,Reegrow,JE1
A56629,AT2E,1,97522,100,GVC36,Primeblue nylon,GV20
B56630,M3X,251,975348,100,HBP56,Not Applicable,HB15
C56631,TRK4,252,303034,997,KZR64,Not Applicable,KZ17
D56632,AT2E,1,975306,542,IWP55,Recycled plastic,IW0
E56633,TRK4,219,303030,400,END41,Recycled plastic,EN13
F56634,M3X,14,975348,1,FWX01,Recycled,FW18
G56635,DO07,14,303030,400,HAL17,PFC free,HA21
H56636,M3X,61,30307,100,JDG55,Recycleable,JD8
I56637,TRKI,283,342975,1,LEO36,Recycleable,LE1
J56638,TRK7,267,8342,435,JKM81,Recycleable,JK0
K56639,AT26,1,3030975,100,FRU84,Recycled plastic,FR23
L56640,TRK4,30,9759758,415,HJ074,Organic materials,HJ8
M56641,AT2X,1,30930,100,HKT43,Organic materials,HK9
N56642,AT2X,1,309975,1,EPF87,Recycled,EP6
O56643,DO07,205,3099,100,ITZ12,Recycled plastic,IT2
P56644,AT27,1,3030975,343,KXX09,Low carbon footprint,KX20
Q56645,DO07,21,303034,1,JAH67,Organic materials,JA25
R56646,AT28,1,30302,1,KZY58,PFC free,KZ2
S56647,TRK4,205,8342,100,LDR26,Not Applicable,LD10
T56648,DOMZ,205,975534,1,LSZ20,Reegrow,LS23
U56649,AT28,1,30308,408,GVD18,Low carbon footprint,GV6
V56650,AT2E,1,97522,685,KYV73,Recycleable,KY4
W56651,AT2E,1,3030975,1,LDW22,Organic materials,LD15
X56652,DO07,21,303030,1,FYS86,Recycled,FY0
Y56653,TRK7,37,3099,408,47888,Recycled,4722
Z56654,AT2E,1,30934,423,47751,Recycled,4720
A56655,AT2E,1,309975,31,FJU08,Reegrow,FJ7
B56656,AT35,104,89757,40,DVF21,Not Applicable,DV1
C56657,M3X,36,897534,100,FWH75,Organic materials,FW6
D56658,AT2E,1,30934,506,IKI86,Recycleable,IK6
E56659,TRKD,13,975534,837,23757,Reegrow,2320
F56660,DO07,14,8342,408,DBC37,Not Applicable,DB25
G56661,AT2E,1,885,33,GLE32,Recycleable,GL5
H56662,AT2X,1,30934,1,EPH52,PFC free,EP16
I56663,M3X,76,30307,1,IB872,Reegrow,IB14
J56664,AT4T,104,9759758,1,EBN50,Not Applicable,EB22
K56665,AT2V,1,30308,819,JLV38,Recycled,JL16
L56666,AT2F,1,30302,1,GLZ00,Recycleable,GL23
M56667,TREU,240,303030,400,IXP59,Reegrow,IX1
N56668,AT29,1,3030975,100,DBH80,Reegrow,DB5
O56669,AT3M,1,30930,409,EPI20,Recycleable,EP7
P56670,AT2E,1,97522,261,LGN56,PFC free,LG24
Q56671,AT2E,1,97522,335,Q4658,Recycled,Q414
R56672,TRK7,39,3097,1,GVA06,Not Applicable,GV25
S56673,M3X,61,30307,1,JKZ45,Primeblue nylon,JK22
T56674,DO01,67,3072,1,IB901,Primeblue nylon,IB0
U56675,AT27,1,3095,100,HJ912,Low carbon footprint,HJ17
V56676,AT2F,1,9752975,1,HJ874,PFC free,HJ3
W56677,AT39,104,9759758,100,EPD78,Recycleable,EP15
X56678,DO5W,14,303034,1,A9713,Recycleable,A920
Y56679,TRK4,16,9758975,450,LDT56,Not Applicable,LD19
Z56680,M3X,39,30834,415,IKL01,Recycleable,IK7
A56681,DO07,14,83430,100,KYJ73,PFC free,KY20
B56682,AT2O,1,87975,1,HKN07,Vegan,HK14
C56683,M3X,61,975349,1,FYB02,Recycled plastic,FY0
D56684,AT2E,1,30934,1,EPE38,Recycleable,EP16
E56685,ATMI,1,307975,1,BUJ11,Vegan,BU15
F56686,AT2E,1,97522,1,GZP93,Not Applicable,GZ20
G56687,AT2E,1,3030975,100,KZD01,Low carbon footprint,KZ21
H56688,AT2E,1,3085,681,EPJ38,Recycled,EP16
I56689,AT8H,1,3030975,609,GUS61,Organic materials,GU22
J56690,TRK4,36,886,616,KXO45,Primeblue nylon,KX25
